locus_id	gene_name	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8
SYNTHETIC_AmtR	AmtR	606.458551094	2225.47914524	4903.72716883	6362.77595674	1660.64585368	2516.81339613	7878.28869085	12264.4405232	535.41833276	2612.57737875	3991.83183248	7415.67249158	2293.02438144	2305.27847484	4747.4089809	6972.65430353
SYNTHETIC_AraC	AraC	2055.29658233	1765.67197236	1912.49374523	2143.70497753	1788.64685873	1770.83946421	1529.23299128	1457.63305541	2047.08705824	1479.18901621	3742.63897156	2475.91073883	4156.48987171	4346.83629041	7735.37511692	8899.54243335
SYNTHETIC_BM3R1	BM3R1	86.5391489115	68.9174971789	285.305202155	211.08695937	7104.1808896	795.689205621	802.522066171	781.838909895	46.1297349998	42.6605587049	183.023782587	282.07180686	7541.25515323	5826.78692247	8560.19180877	10022.0206367
SYNTHETIC_KanR	KanR	1856.35253237	1989.92827647	2588.72948343	1812.44231248	1501.78424607	1562.21695278	1102.26658684	812.328163603	1013.33943454	1638.89308297	2219.4299989	3352.05365922	2748.60243662	2691.49965738	3024.49997532	3897.93843881
SYNTHETIC_LacI	LacI	208.839955197	278.115777816	288.863273336	311.24345819	254.587612829	271.842702192	220.653870825	287.369114562	251.126078581	296.132455473	271.082443769	258.770363851	461.578102284	464.090680426	729.811922767	732.274690019
SYNTHETIC_LitR	LitR	184.889368408	437.246623907	20808.4782516	16109.1535337	57236.4672797	7093.92029581	41903.7691428	38117.2387031	105.859180743	136.408732198	17796.2183265	27634.0983131	36901.6399102	45836.4601612	69242.0584882	89523.3474483
SYNTHETIC_PhlF	PhlF	4085.49456325	2982.20663607	1004.73440232	849.48639768	593.379940358	4022.7112532	5718.81102925	6441.45380841	4048.32517142	4215.4860918	1254.08488006	1256.38182073	1023.75458586	1368.64922938	2409.07844209	3126.86517259
SYNTHETIC_SrpR	SrpR	13902.1199938	2912.81372499	3202.68559355	2703.60180563	12130.0309618	2070.2328205	1127.01313124	1561.32917153	25663.3428932	2256.70483222	3596.30707605	3481.62964408	18012.2459217	2854.7687968	4302.28081501	3386.93033617
SYNTHETIC_TetR	TetR	424.912075114	475.960011672	671.136973351	704.198901892	495.539871845	710.082726894	382.961766192	731.93358456	554.094554659	550.31983123	935.192508398	959.613454593	1163.30751311	1415.24884272	2350.90865485	1653.9100049
SYNTHETIC_YFP	YFP	247.760047531	118.134565065	30853.1915059	38977.3952494	42505.5617644	1610.867727	8269.84658438	7348.2677336	248.322963496	177.942857988	37905.5262018	46433.9679923	64424.3507497	31617.6198884	73330.9804305	51799.416548
ECDH10B_1337	17	0.85915924588	0.21606687712	4.50075332953	0.932736621511	12.7249744869	1.14440730818	0.0	0.0	1.80680646473	3.55605615663	2.66996145421	2.64335317912	2.08231807082	2.86382895162	0.0	1.90059586048
ECDH10B_1338	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.876835764647	0.0	0.0	0.0	1.97421400069	0.0	0.0
ECDH10B_1339	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148098378738
ECDH10B_1347	2	0.0	0.0	0.0	0.634659383651	1.72284867412	2.69944438373	0.0	0.0	2.34659341948	1.21060788099	0.0	1.05156795737	3.39879139094	0.487650364186	1.76521906403	2.5922992347
ECDH10B_1329	30	0.0	0.0	0.0	0.0	23.2144804828	0.0	0.0	0.0	8.78986928788	0.0	0.0	0.0	0.0	2.11205326651	0.0	0.0
ECDH10B_1327	40	134.581796059	83.3689185733	37.3180974598	77.2207609142	40.3355901617	70.565184193	0.0	102.560801144	38.5431206058	78.733176791	86.6813610525	73.1266735884	43.0423791542	75.6554327255	87.7838843448	102.479978478
ECDH10B_1352	5	0.0	0.0	0.0	0.0	4.17881183392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184374355555	0.0
ECDH10B_1349	B	0.0	0.98878062411	0.8581944908	2.33488176441	0.0	1.047423638	0.0	0.0	0.612476767705	0.718311784598	0.0	0.746709937604	2.24996232228	2.29271556892	2.35520010118	1.19650102597
ECDH10B_1350	C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.544461769506	1.05690025203	0.0	0.0	0.0	0.257059114674	2.52568174116	0.0
ECDH10B_1351	D	0.0	0.0	0.0	3.83953952306	0.0	0.0	0.0	0.0	10.2548475025	0.0	0.0	0.0	6.33137251262	5.55803491186	0.0	0.0
ECDH10B_0725	ECDH10B_0725	0.0	0.0	0.0	4.51447064598	5.06746771601	0.0	0.0	0.0	0.0	2.40547864638	0.0	1.63747542069	0.0	1.89268303901	2.45941249504	1.58583219711
ECDH10B_1315	ECDH10B_1315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.967080431385	0.0	0.0	0.0	2.08601984686
ECDH10B_1316	ECDH10B_1316	2.88002591452	0.0	0.0	1.04951090595	0.0	0.0	0.0	0.0	0.0	0.668018217988	0.0	2.41660956556	3.56943630932	3.56517201028	3.02469667945	2.73045938679
