locus_id	gene_name	log2(FC)	log2(CPM)	p_value	fdr
ECDH10B_2747	yfiD	7.80374548531703	8.04345508304101	1.0993009991417e-09	4.79515095825611e-06
ECDH10B_0964	dmsA	6.31970812033862	6.27451170243567	1.42724928032608e-07	0.000311283068039118
ECDH10B_3541	nirB	5.8880489100266	6.7054791935014	2.15729479988125e-07	0.000313670663902734
ECDH10B_2210	wzc	-6.75785515157394	5.97031005037919	4.30581040809821e-07	0.00046954862500311
ECDH10B_2116	yodA	8.19346352379305	8.50386503250577	8.30702814893083e-07	0.000724705135712726
ECDH10B_1371	ompW	7.08798197744975	5.65805891481495	1.71314320471063e-06	0.00124545510982463
ECDH10B_4346	frdD	5.52723724253334	6.67744475545623	2.26970680210459e-06	0.00126560068486898
ECDH10B_2202	fcl	-7.8870610638983	5.7646574190268	2.53359468067525e-06	0.00126560068486898
ECDH10B_3726	yhjX	6.98850782533876	8.45626697658738	2.61128064278331e-06	0.00126560068486898
ECDH10B_2897	hypD	5.45731092858701	5.77384063308122	4.11531615986889e-06	0.00179510090893481
ECDH10B_2200	wcaI	-7.44606406130719	5.34358089702879	5.59079347070146e-06	0.00211315422976229
ECDH10B_2211	wzb	-10.3175987880905	4.04530706612679	5.81335413964867e-06	0.00211315422976229
ECDH10B_3291	tdcB	10.7002720614008	5.87991995698487	9.24523722582536e-06	0.00310213267531155
ECDH10B_2176	ugd	-2.89193369239689	7.78323936536092	1.26028443718128e-05	0.0039266862249891
ECDH10B_4210	pepE	5.66870659095206	5.56427085863138	2.21999425260961e-05	0.00592193905345708
ECDH10B_4349	frdA	4.74936911361394	8.93493142239473	2.2889877681083e-05	0.00592193905345708
ECDH10B_1721	ynfF	4.5884551368458	5.2083365031524	2.37322675938523e-05	0.00592193905345708
ECDH10B_3650	nikA	5.25880398160932	4.91568166857712	2.44371625314597e-05	0.00592193905345708
ECDH10B_2198	cpsG	-8.65927111514162	4.39761160986899	2.82437326873655e-05	0.00648416642012043
ECDH10B_3895	tnaA	4.86429388954173	5.70298283584306	3.44734074811838e-05	0.00751865017164619
ECDH10B_2047	yecH	5.9067812569251	4.41368785994663	4.11434960073763e-05	0.00822574329846418
ECDH10B_2203	gmd	-5.17645986289193	6.4511141937043	4.14870134264585e-05	0.00822574329846418
ECDH10B_2400	glpA	4.6206413311914	7.23986504413718	6.4796627512882e-05	0.0122888212700518
ECDH10B_0799	cydA	2.86554217994547	8.88479319201029	6.96338438098855e-05	0.0126559511124467
ECDH10B_0965	dmsB	10.2070720878162	4.12724201610427	8.43241579003505e-05	0.0147128790704532
ECDH10B_2830	gabP	-6.42845017000816	3.68296978660188	0.000101374684926856	0.0170075529096517
ECDH10B_3329	yhbS	3.60532805421363	6.13428845712971	0.000139611827471363	0.0225550663492625
ECDH10B_0966	dmsC	4.10145543536708	5.22744646259321	0.000154713118913591	0.0241020937393245
ECDH10B_2506	yfcZ	4.32576268391212	5.79991994570308	0.000168739586354385	0.0253807612302699
ECDH10B_2402	glpC	4.23007850147534	6.83660111928385	0.000195306167888081	0.0283975168109269
ECDH10B_3629	livG	4.87547322447397	3.6200496331645	0.000243741343737873	0.034029049377852
ECDH10B_0973	pflB	2.7233173330016	10.7605616744064	0.000249639977095659	0.034029049377852
