locus_id	gene_name	log2(FC)	log2(CPM)	p_value	fdr
ECDH10B_3746	xylA	4.12364841906985	5.49260033707537	1.75380526855844e-07	0.000498602464153432
ECDH10B_2116	yodA	-8.84114179801526	7.38283276448951	2.5030485726966e-07	0.000498602464153432
ECDH10B_0258	yagH	4.43294198828184	9.16862069982888	4.06058168709598e-07	0.000498602464153432
ECDH10B_3873	ibpA	-2.58451183367725	6.92566028345868	4.57223717701451e-07	0.000498602464153432
ECDH10B_2555	ypeC	-3.62791222421153	4.83462671217754	9.67113706977622e-07	0.000843709997967277
ECDH10B_1400	osmB	-3.29517708760554	4.31287450268166	1.67289657741965e-06	0.00118870389441091
ECDH10B_0285	rpmE2	-9.01014535629824	3.70203932200017	1.9075945118928e-06	0.00118870389441091
ECDH10B_3750	xylR	3.56900736512971	6.38871452909786	4.49370222881722e-06	0.00245019114026259
ECDH10B_3914	pstC	-2.48118590582781	4.35555121151072	5.89573298052617e-06	0.00285746525122835
ECDH10B_0257	yagG	3.13507120953354	8.72721634968757	7.89880731700208e-06	0.00344545975167631
ECDH10B_4060	glnA	-1.64338865971433	9.03727835523032	1.06016553475041e-05	0.00396728438631289
ECDH10B_3749	xylH	5.50875733839356	7.49398065835059	1.10359066779717e-05	0.00396728438631289
ECDH10B_3747	xylF	5.92493054718172	8.5426156194554	1.21449439884489e-05	0.00396728438631289
ECDH10B_3748	xylG	5.4535716370625	8.0690519494659	1.27331456690464e-05	0.00396728438631289
ECDH10B_2531	dsdA	-3.16597983701934	5.33347264651285	1.47069456188166e-05	0.00427677978595188
ECDH10B_4220	xylE	3.71280270543169	3.96058395735546	4.85830209078475e-05	0.0132449460750019
ECDH10B_3872	ibpB	-2.51690171123797	6.80009756202181	6.18817673520002e-05	0.0158781334817309
ECDH10B_3726	yhjX	-4.42235256784609	7.39349619663256	0.000108150360971809	0.0262084374755018
ECDH10B_3915	pstS	-1.99490500118076	6.14091942170964	0.000152840426352251	0.0335027693016601
ECDH10B_0472	allC	3.21590530411813	1.67831162194088	0.000153611963785695	0.0335027693016601
ECDH10B_0915	ybjK	2.19188643416344	3.13101175485925	0.00019066891837931	0.0396046581890738
ECDH10B_3839	yicJ	3.64391282720544	3.39144884022611	0.000278383763874722	0.055195908091888
ECDH10B_1989	yebG	2.17382746052267	5.44397676591017	0.000321233012764663	0.0609225392034548
ECDH10B_0141	degP	-1.51731967735331	7.71166092327613	0.00035989971984535	0.0654117740818923
ECDH10B_2780	grpE	-1.58783485837479	7.32186272698664	0.000381476767198599	0.0655684873847175
ECDH10B_3156	glcD	3.42833871369379	3.85746992980916	0.00039082546354944	0.0655684873847175
ECDH10B_0116	yadK	7.30585749823077	0.44336345022017	0.000409606606608958	0.066174222889936
ECDH10B_3583	feoA	-4.56336592687718	2.6762617324738	0.000427047234440281	0.066527858451018
ECDH10B_2530	dsdX	-3.68159244949841	4.47030635916113	0.000488511829806397	0.0716318216046366
ECDH10B_2570	xapB	2.33942390035013	2.18941125999234	0.000492653518601352	0.0716318216046366
ECDH10B_3745	xylB	2.48997398696662	4.41080109859424	0.000566533184978239	0.079050010776762
ECDH10B_1998	znuA	-2.81405790001156	6.73562373810501	0.000579917548110129	0.079050010776762
ECDH10B_3838	yicI	2.61358890680769	5.75836733851184	0.000604336844652948	0.0798823429204897
ECDH10B_4443	yjgI	-2.81916944097342	3.08646298234925	0.000629881686622609	0.0808101152072888
ECDH10B_0355	phoB	-2.15373802693406	5.03615081786676	0.00074537497248447	0.090888662316652
SYNTHETIC_AraC	AraC	1.27356285388183	11.4036859135415	0.000750530753802604	0.090888662316652
ECDH10B_2578	cysZ	-1.7766593738011	4.91111174415214	0.000770949221851473	0.090888662316652
ECDH10B_2468	hisP	1.99669052809325	3.51594522654523	0.00108548762506418	0.124602553171841
ECDH10B_2117	yodB	-4.24735214507879	3.97691427908287	0.00112471528784901	0.125795079117881
ECDH10B_4059	glnL	-1.52049721891084	4.86573734792279	0.00123868214711017	0.135078288142364
ECDH10B_3290	tdcC	-3.25434478014447	4.87120644793405	0.00146947975075042	0.156338309092032
ECDH10B_3187	dkgA	2.26157147503293	5.81182968609621	0.00152252059438154	0.158124638873626
ECDH10B_4418	yzfA	6.7924213149189	0.0589108597686803	0.00173388057176121	0.175107903751809
ECDH10B_2760	clpB	-1.6205138912092	8.01794603156656	0.00177835458059843	0.175107903751809
ECDH10B_0014	dnaK	-1.65219745115297	9.5887029143303	0.00180647768657299	0.175107903751809
ECDH10B_2787	ssrA	1.44363536706898	14.6473239279071	0.00204424138596953	0.193847411426068
ECDH10B_1426	ycjM	-3.92687584802102	2.63084643674321	0.00231338726305799	0.21470202641402
ECDH10B_1053	gfcE	3.4464745437913	1.01876984056855	0.00239280950483176	0.217446563751586
ECDH10B_0460	allS	6.32794168622036	-0.320501308524971	0.00250009425320355	0.222559410866814
ECDH10B_2275	yehM	2.39216349353387	1.41841786640266	0.00275515481196568	0.240359705795886
ECDH10B_2372	ompC	1.67671341013905	7.15599507692608	0.00289128146415783	0.241063978279379
ECDH10B_1231	ycgK	-2.99435970456263	3.61229324106281	0.00296383004791006	0.241063978279379
ECDH10B_1648	lsrF	3.68306144391412	0.67667374970336	0.00298951356658157	0.241063978279379
ECDH10B_4222	malF	2.0972000923682	5.25367126510657	0.00308133822990982	0.241063978279379
ECDH10B_3090	yqfE	5.95418259799173	-0.575136017337057	0.00308312773993013	0.241063978279379
ECDH10B_3291	tdcB	-4.51281077578278	4.81039465910889	0.00309481494352251	0.241063978279379
ECDH10B_3162	yghS	6.50482676659454	-0.150056203445228	0.00320488591903879	0.2452581119096
ECDH10B_2041	araF	4.34202237928209	7.1808558677324	0.00327665493358269	0.24642704862565
