Sample,GFP,RFP,
1,3354,2535
2,1122,2290
3,4043,2759
4,3105,2676
5,5208,2648
6,302,4773
7,3566,2104
8,3242,2401
9,3915,2940
10,5222,2707
11,12500,2537
12,5146,2357
13,2565,2545
14,2858,2263
15,1656,3177
16,3150,2303
17,4069,2789
18,4048,2749
19,1844,2487
20,2233,2613
21,1518,2409
22,1106,2273
23,1289,2491
24,1737,2279
25,18200,2851
26,970,3015
27,19200,2749
28,747,2612
29,32200,2667
30,70200,2707
31,203,2687
32,40000,2563
33,38700,2762
34,21300,2557
35,221,3075
36,21100,2494
37,34700,2869
38,13200,2525
39,22500,2428
40,17900,2414
41,8094,2364
42,196,2869
43,375,3073
44,9617,2553
45,8086,2196
46,5170,2218
47,13000,2350
48,4593,1972
49,15500,2471
50,965,2396
51,1315,2289
52,1801,2244
53,3131,2442
54,2792,2248
55,198,2835
56,185,2248
57,702,2763
58,654,2577
59,1262,2234
60,531,2448
61,239,2401
62,186,2808
63,174,2600
64,6359,2248
65,7805,2460
66,195,3164
67,413,2348
68,188,2757
69,14800,2365
70,1685,2113
71,892,2414
72,5306,2034
73,1522,2134
74,288,2496
75,12000,2245
76,184,3437
77,164,2533
78,43300,2382
79,24900,2629
80,26100,2288
81,158,2576
82,34000,2289
83,25700,2115
84,189,2711
85,183,2574
86,4281,1942
87,29600,2445
88,175,3403
89,29900,2006
90,151,2166
91,171,2220
92,159,2156
93,171,1847
94,3961,2004
95,18500,2137
96,159,2120
