SM-574RA_1	268.520519	113386
SM-574RA_2	266.854484	559061
SM-574RB_1	262.985887	780224
SM-574RB_2	263.686413	628028
SM-574RC_1	278.274534	5357502
SM-574RC_2	279.28518	4092797
SM-574RD_1	263.846541	2806026
SM-574RD_2	264.832432	2291246
SM-574RE_1	270.209317	1128501
SM-574RE_2	270.282869	1153151
SM-574RF_1	268.379332	1059918
SM-574RF_2	268.60854	1068273
SM-574RG_1	283.956672	1886820
SM-574RG_2	283.963243	5150106
SM-574RH_1	270.769788	2832603
SM-574RH_2	270.803713	2860712
SM-574RI_1	276.790545	325765
SM-574RI_2	276.026513	372402
SM-574RJ_1	275.102954	378264
SM-574RJ_2	274.617168	425122
SM-574RK_1	287.84967	4389732
SM-574RK_2	287.825536	4711756
SM-574RL_1	273.858639	844712
SM-574RL_2	273.388162	952480
SM-574RM_1	279.585068	3406010
SM-574RM_2	279.73546	2454145
SM-574RN_1	270.784397	824893
SM-574RN_2	271.717947	638321
SM-574RO_1	270.945748	2118905
SM-574RO_2	272.071036	1764956
SM-574RP_1	267.877708	682831
SM-574RP_2	269.01922	513882
SM-574RQ_1	281.188864	10637615
SM-574RQ_2	281.164347	11001002
SM-574RR_1	272.529127	3565581
SM-574RR_2	272.650767	3661939
SM-574RS_1	276.48018	3235729
SM-574RS_2	276.599324	3317149
SM-574RT_1	277.246233	2019682
SM-574RT_2	277.087344	2090223
SM-574RU_1	285.509067	4824110
SM-574RU_2	285.226005	5196751
SM-574RV_1	279.85266	1341456
SM-574RV_2	279.709617	1462294
SM-574RW_1	279.382498	2410172
SM-574RW_2	278.782245	2782857
SM-574RX_1	277.675301	1077281
SM-574RX_2	277.181135	1205007
SM-574RY_1	275.737603	2454722
SM-574RY_2	276.798113	1954526
SM-574RZ_1	274.172003	976467
SM-574RZ_2	275.24249	729448
SM-574S1_1	280.791274	4122008
SM-574S1_2	281.86118	3452347
SM-574S2_1	251.419239	630588
SM-574S2_2	252.183509	523951
SM-574S3_1	280.443338	4000241
SM-574S3_2	280.607336	4104858
SM-574S4_1	280.833054	2438454
SM-574S4_2	280.850096	2499444
SM-574S5_1	280.921521	2530953
SM-574S5_2	281.026886	2582591
SM-574S6_1	255.4438	611452
SM-574S6_2	255.741173	621708
SM-574S7_1	285.082802	1555003
SM-574S7_2	284.609443	1719224
SM-574S8_1	283.396865	738493
SM-574S8_2	283.147952	788621
SM-574S9_1	294.661438	1895358
SM-574S9_2	294.160091	2173731
SM-574SA_1	260.669151	434816
SM-574SA_2	260.313082	497624
SM-574SB_1	271.820571	2067891
SM-574SB_2	272.690628	1728460
SM-574SC_1	280.921034	2466480
SM-574SC_2	282.009117	1994726
SM-574SD_1	281.415395	2731520
SM-574SD_2	282.433821	2179688
SM-574SE_1	275.915312	3819765
SM-574SE_2	276.506407	2857435
SM-574SF_1	278.525421	4828723
SM-574SF_2	278.536989	4936694
SM-574SG_1	287.969469	6560662
SM-574SG_2	287.998699	6765895
SM-574SH_1	282.660455	2874568
SM-574SH_2	282.603857	2974284
SM-574SI_1	281.959753	4946394
SM-574SI_2	281.844409	5140257
SM-574SJ_1	284.174764	2375321
SM-574SJ_2	283.458731	2737673
SM-574SK_1	288.335123	2278941
SM-574SK_2	287.87278	2527503
SM-574SL_1	283.792153	3989971
SM-574SL_2	283.248324	4492306
SM-574SM_1	285.416815	1073660
SM-574SM_2	284.998562	1150568
SM-574SN_1	265.604849	1131704
SM-574SN_2	266.486102	935292
SM-574SO_1	271.054696	1797677
SM-574SO_2	271.935516	1466092
SM-574SP_1	259.655579	708366
SM-574SP_2	260.685148	584018
SM-574SQ_1	278.53582	4959323
SM-574SQ_2	279.365331	3796787
SM-574SR_1	275.998373	1101649
SM-574SR_2	275.897347	1124463
SM-574SS_1	276.94178	2141626
SM-574SS_2	276.921335	2207230
SM-574ST_1	263.865157	1150603
SM-574ST_2	263.894208	1182203
SM-574SU_1	284.148723	6629694
SM-574SU_2	284.057606	6833215
SM-574SV_1	279.364509	1018690
SM-574SV_2	278.74078	1161932
SM-574SW_1	280.567038	2571086
SM-574SW_2	280.116233	2893412
